symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU2,-2,0,0.25,926467575,926467533,1,11664.75,11669.75,$100.00,07/05/2022 13:09:05,07/05/2022 13:07:01,2min 4sec
NQU2,-2,0,0.25,926467687,926467591,1,11719.75,11659.75,"$(1,200.00)",07/05/2022 13:29:23,07/05/2022 13:16:27,12min 55sec
NQU2,-2,0,0.25,926467687,926467649,1,11719.75,11699.00,$(415.00),07/05/2022 13:29:23,07/05/2022 13:25:46,3min 36sec
NQU2,-2,0,0.25,926467705,926467739,1,11715.00,11723.25,$165.00,07/05/2022 13:29:47,07/05/2022 13:30:44,57sec
NQU2,-2,0,0.25,926467773,926467802,1,11735.00,11739.00,$80.00,07/05/2022 13:33:13,07/05/2022 13:33:25,12sec
NQU2,-2,0,0.25,926467818,926467847,1,11728.00,11732.00,$80.00,07/05/2022 13:34:21,07/05/2022 13:34:34,12sec
NQU2,-2,0,0.25,926467865,926467894,1,11742.00,11749.25,$145.00,07/05/2022 13:35:36,07/05/2022 13:35:59,22sec
NQU2,-2,0,0.25,926467914,926467958,1,11761.00,11765.75,$95.00,07/05/2022 13:38:09,07/05/2022 13:38:42,33sec
NQU2,-2,0,0.25,926467996,940854031,1,11750.00,11752.75,$55.00,07/05/2022 13:50:27,07/05/2022 13:50:57,29sec
NQU2,-2,0,0.25,940854082,940854047,1,11745.00,11747.75,$55.00,07/05/2022 13:53:16,07/05/2022 13:53:06,10sec
NQU2,-2,0,0.25,940854098,940854127,1,11753.00,11755.25,$45.00,07/05/2022 13:55:00,07/05/2022 13:55:10,10sec
NQU2,-2,0,0.25,940854143,940854182,1,11761.00,11763.50,$50.00,07/05/2022 13:57:05,07/05/2022 13:57:51,46sec
NQU2,-2,0,0.25,940854198,940854237,1,11760.50,11768.25,$155.00,07/05/2022 13:59:04,07/05/2022 14:05:46,6min 42sec
NQU2,-2,0,0.25,940854253,940854276,1,11774.00,11780.25,$125.00,07/05/2022 14:08:03,07/05/2022 14:08:18,15sec
NQU2,-2,0,0.25,940854296,940854330,1,11773.00,11776.50,$70.00,07/05/2022 14:10:40,07/05/2022 14:10:56,16sec
NQU2,-2,0,0.25,940854346,940854455,1,11769.75,11759.50,$(205.00),07/05/2022 14:13:50,07/05/2022 14:21:15,7min 24sec
NQU2,-2,0,0.25,940854393,940854463,1,11742.00,11759.25,$345.00,07/05/2022 14:18:47,07/05/2022 14:21:15,2min 28sec
NQU2,-2,0,0.25,940854479,940854518,1,11776.00,11779.00,$60.00,07/05/2022 14:24:22,07/05/2022 14:25:01,39sec
NQU2,-2,0,0.25,940854552,940854581,1,11775.00,11778.25,$65.00,07/05/2022 14:26:26,07/05/2022 14:26:34,7sec
NQU2,-2,0,0.25,940854597,940854631,1,11786.00,11792.00,$120.00,07/05/2022 14:31:31,07/05/2022 14:32:08,37sec
NQU2,-2,0,0.25,940854719,940854748,1,11801.00,11803.00,$40.00,07/05/2022 14:35:15,07/05/2022 14:35:31,15sec
NQU2,-2,0,0.25,940854806,940854846,1,11798.25,11800.50,$45.00,07/05/2022 14:48:23,07/05/2022 14:49:37,1min 14sec
NQU2,-2,0,0.25,940854867,940854895,1,11845.00,11850.50,$110.00,07/06/2022 12:11:34,07/06/2022 12:13:07,1min 33sec
NQU2,-2,0,0.25,940854940,940854969,1,11870.00,11871.00,$20.00,07/06/2022 13:05:34,07/06/2022 13:05:37,2sec
NQU2,-2,0,0.25,942839040,942839069,1,11900.25,11870.00,$(605.00),07/06/2022 13:07:56,07/06/2022 13:09:23,1min 26sec
NQU2,-2,0,0.25,942839141,942839107,1,11831.75,11835.00,$65.00,07/06/2022 13:11:35,07/06/2022 13:11:11,24sec
NQU2,-2,0,0.25,942839224,942839175,1,11823.50,11800.00,$(470.00),07/06/2022 13:22:52,07/06/2022 13:12:26,10min 25sec
NQU2,-2,0,0.25,942839240,942839280,1,11824.75,11806.50,$(365.00),07/06/2022 13:23:59,07/06/2022 13:26:32,2min 33sec
NQU2,-2,0,0.25,942839343,942839314,1,11797.75,11806.00,$165.00,07/06/2022 13:26:59,07/06/2022 13:26:51,8sec
NQU2,-2,0,0.25,942839377,942839405,1,11865.00,11875.50,$210.00,07/06/2022 13:28:31,07/06/2022 13:29:52,1min 20sec
NQU2,-2,0,0.25,942839425,942839459,1,11870.00,11878.00,$160.00,07/06/2022 13:30:58,07/06/2022 13:31:34,36sec
