symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQZ2,-2,0,0.25,1465374231,1465374260,1,11516.25,11528.00,$23.50,12/07/2022 09:29:56,12/07/2022 09:30:46,50sec
MNQZ2,-2,0,0.25,1465374276,1465374494,1,11510.00,11492.00,$(36.00),12/07/2022 09:33:28,12/07/2022 09:44:31,11min 3sec
MNQZ2,-2,0,0.25,1465374343,1465374494,1,11485.25,11492.00,$13.50,12/07/2022 09:35:48,12/07/2022 09:44:31,8min 43sec
MNQZ2,-2,0,0.25,1465374438,1465374494,1,11475.25,11492.00,$33.50,12/07/2022 09:41:06,12/07/2022 09:44:31,3min 25sec
MNQZ2,-2,0,0.25,1465374514,1465374554,1,11510.25,11513.75,$7.00,12/07/2022 09:46:22,12/07/2022 09:47:29,1min 7sec
MNQZ2,-2,0,0.25,1465374588,1465374617,1,11559.00,11565.00,$12.00,12/07/2022 09:52:56,12/07/2022 09:53:02,5sec
MNQZ2,-2,0,0.25,1465374651,1465374685,1,11555.00,11559.25,$8.50,12/07/2022 09:56:22,12/07/2022 09:57:02,40sec
MNQZ2,-2,0,0.25,1465374705,1465374734,1,11560.00,11561.00,$2.00,12/07/2022 10:00:10,12/07/2022 10:00:25,15sec
MNQZ2,-2,0,0.25,1465374750,1465374785,1,11568.25,11571.00,$5.50,12/07/2022 10:02:26,12/07/2022 10:02:35,9sec
MNQZ2,-2,0,0.25,1465374819,1465374864,1,11566.50,11571.00,$9.00,12/07/2022 10:03:21,12/07/2022 10:05:09,1min 48sec
MNQZ2,-2,0,0.25,1465374898,1465374927,1,11545.00,11547.00,$4.00,12/07/2022 10:09:40,12/07/2022 10:09:59,18sec
MNQZ2,-2,0,0.25,1465374947,1471312039,1,11539.25,11532.75,$(13.00),12/07/2022 10:11:10,12/07/2022 10:18:15,7min 4sec
MNQZ2,-2,0,0.25,1465375000,1471312039,1,11520.00,11532.75,$25.50,12/07/2022 10:17:06,12/07/2022 10:18:15,1min 9sec
MNQZ2,-2,0,0.25,1471312057,1471312136,1,11486.00,11486.00,$0.00,12/07/2022 10:22:30,12/07/2022 10:36:15,13min 45sec
MNQZ2,-2,0,0.25,1471312083,1471312136,1,11480.25,11486.00,$11.50,12/07/2022 10:23:59,12/07/2022 10:36:15,12min 16sec
MNQZ2,-2,0,0.25,1471312190,1471312219,1,11502.00,11504.25,$4.50,12/07/2022 10:57:35,12/07/2022 10:57:46,10sec
MNQZ2,-2,0,0.25,1471312311,1471312271,1,11487.25,11489.75,$5.00,12/07/2022 11:06:52,12/07/2022 11:04:22,2min 29sec
MNQZ2,-2,0,0.25,1471312327,1471312412,1,11510.25,11497.00,$(26.50),12/07/2022 11:11:37,12/07/2022 11:15:06,3min 29sec
MNQZ2,-2,0,0.25,1471312373,1471312412,1,11480.00,11497.00,$34.00,12/07/2022 11:14:09,12/07/2022 11:15:06,56sec
MNQZ2,-2,0,0.25,1471312464,1471312430,1,11493.25,11493.00,$(0.50),12/07/2022 11:24:09,12/07/2022 11:21:47,2min 21sec
MNQZ2,-2,0,0.25,1471312509,1471312480,1,11492.25,11494.00,$3.50,12/07/2022 11:24:49,12/07/2022 11:24:43,5sec
MNQZ2,-2,0,0.25,1471312554,1471312525,1,11491.25,11493.00,$3.50,12/07/2022 11:25:57,12/07/2022 11:25:51,6sec
MNQZ2,-2,0,0.25,1471312574,1471312603,1,11540.00,11541.75,$3.50,12/07/2022 12:22:53,12/07/2022 12:22:58,4sec
MNQZ2,-2,0,0.25,1471312619,1471312663,1,11540.00,11540.75,$1.50,12/07/2022 12:34:42,12/07/2022 12:35:51,1min 8sec
MNQZ2,-2,0,0.25,1471312729,1471312699,1,11509.00,11510.00,$2.00,12/07/2022 12:57:11,12/07/2022 12:56:40,31sec
MNQZ2,-2,0,0.25,1471312774,1471312745,1,11488.50,11490.00,$3.00,12/07/2022 13:02:37,12/07/2022 13:02:35,2sec
MNQZ2,-2,0,0.25,1471312960,1471312811,1,11503.25,11496.00,$(14.50),12/07/2022 15:03:35,12/07/2022 14:43:36,19min 59sec
MNQZ2,-2,0,0.25,1471312960,1471312860,1,11503.25,11507.00,$7.50,12/07/2022 15:03:35,12/07/2022 14:48:25,15min 9sec
MNQZ2,-2,0,0.25,1471312960,1471312886,1,11503.25,11508.75,$11.00,12/07/2022 15:03:35,12/07/2022 14:54:38,8min 56sec
