symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU2,-2,0,0.25,968152922,968152893,1,12172.50,12175.00,$50.00,07/26/2022 10:05:29,07/26/2022 10:05:19,9sec
NQU2,-2,0,0.25,972545004,968152974,1,12159.00,12160.00,$20.00,07/26/2022 10:06:21,07/26/2022 10:06:15,6sec
NQU2,-2,0,0.25,972545041,972545076,1,12184.25,12186.00,$35.00,07/26/2022 10:17:52,07/26/2022 10:18:07,14sec
NQU2,-2,0,0.25,972545157,972545128,1,12166.75,12168.00,$25.00,07/26/2022 10:23:51,07/26/2022 10:23:40,10sec
NQU2,-2,0,0.25,972545214,972545177,1,12155.75,12158.50,$55.00,07/26/2022 10:27:03,07/26/2022 10:26:58,5sec
NQU2,-2,0,0.25,972545269,972545303,1,12152.00,12153.50,$30.00,07/26/2022 12:04:56,07/26/2022 12:05:26,30sec
NQU2,-2,0,0.25,972545319,972545353,1,12157.00,12158.25,$25.00,07/26/2022 12:29:26,07/26/2022 12:29:48,21sec
NQU2,-2,0,0.25,972545416,972545377,1,12121.25,12124.00,$55.00,07/26/2022 12:49:02,07/26/2022 12:46:57,2min 4sec
NQU2,-2,0,0.25,972545471,972545432,1,12119.00,12120.00,$20.00,07/26/2022 12:59:52,07/26/2022 12:57:00,2min 51sec
NQU2,-2,0,0.25,972545524,972545489,1,12114.00,12116.75,$55.00,07/26/2022 13:18:20,07/26/2022 13:17:41,39sec
NQU2,-2,0,0.25,972545583,972545544,1,12109.25,12110.00,$15.00,07/26/2022 13:20:22,07/26/2022 13:19:25,57sec
