symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQZ2,-2,0,0.25,1458885573,1458885533,1,11613.50,11615.75,$4.50,12/06/2022 09:56:25,12/06/2022 09:55:00,1min 24sec
MNQZ2,-2,0,0.25,1458885589,1458885692,1,11620.00,11617.75,$(4.50),12/06/2022 10:01:55,12/06/2022 10:05:46,3min 50sec
MNQZ2,-2,0,0.25,1458885630,1458885692,1,11605.00,11617.75,$25.50,12/06/2022 10:04:57,12/06/2022 10:05:46,48sec
MNQZ2,-2,0,0.25,1458885886,1458885710,1,11609.00,11594.50,$(29.00),12/06/2022 10:56:21,12/06/2022 10:16:00,40min 20sec
MNQZ2,-2,0,0.25,1458885886,1458885764,1,11609.00,11606.75,$(4.50),12/06/2022 10:56:21,12/06/2022 10:19:12,37min 8sec
MNQZ2,-2,0,0.25,1458885886,1458885814,1,11609.00,11640.00,$62.00,12/06/2022 10:56:21,12/06/2022 10:28:16,28min 4sec
MNQZ2,-2,0,0.25,1458885924,1458885953,1,11511.00,11512.75,$3.50,12/06/2022 13:39:21,12/06/2022 13:39:30,8sec
MNQZ2,-2,0,0.25,1458885969,1458885998,1,11527.00,11527.50,$1.00,12/06/2022 13:47:56,12/06/2022 13:48:08,11sec
MNQZ2,-2,0,0.25,1465374015,1465374044,1,11525.00,11527.50,$5.00,12/06/2022 13:48:33,12/06/2022 13:48:45,11sec
MNQZ2,-2,0,0.25,1465374060,1465374095,1,11539.50,11540.75,$2.50,12/06/2022 13:53:52,12/06/2022 13:54:03,11sec
MNQZ2,-2,0,0.25,1465374133,1465374167,1,11553.00,11555.50,$5.00,12/06/2022 14:03:51,12/06/2022 14:05:10,1min 18sec
