symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU2,-2,0,0.25,989718422,989718458,1,13390.00,13395.25,$105.00,08/08/2022 09:11:06,08/08/2022 09:12:42,1min 35sec
NQU2,-2,0,0.25,989718474,989718508,1,13374.00,13378.00,$80.00,08/08/2022 09:21:02,08/08/2022 09:21:07,4sec
NQU2,-2,0,0.25,989718566,989718704,1,13380.00,13353.00,$(540.00),08/08/2022 09:44:34,08/08/2022 10:04:49,20min 14sec
NQU2,-2,0,0.25,989718646,989718713,1,13320.00,13353.00,$660.00,08/08/2022 09:48:51,08/08/2022 10:04:49,15min 58sec
NQU2,-2,0,0.25,989718814,989718778,1,13325.50,13327.75,$45.00,08/08/2022 10:13:09,08/08/2022 10:12:53,15sec
NQU2,-2,0,0.25,989718864,989718830,1,13315.50,13318.00,$50.00,08/08/2022 10:15:21,08/08/2022 10:14:22,59sec
NQU2,-2,0,0.25,989718938,989718898,1,13306.25,13309.75,$70.00,08/08/2022 10:16:27,08/08/2022 10:16:24,3sec
NQU2,-2,0,0.25,989718986,989718956,1,13286.25,13290.00,$75.00,08/08/2022 10:25:25,08/08/2022 10:25:21,4sec
NQU2,-2,0,0.25,992066032,992066003,1,13280.00,13285.00,$100.00,08/08/2022 10:28:21,08/08/2022 10:28:00,21sec
NQU2,-2,0,0.25,992066119,992066080,1,13237.75,13239.50,$35.00,08/08/2022 11:07:57,08/08/2022 11:05:43,2min 13sec
NQU2,-2,0,0.25,992066182,992066153,1,13210.25,13211.00,$15.00,08/08/2022 11:09:41,08/08/2022 11:09:19,22sec
NQU2,-2,0,0.25,992066233,992066198,1,13210.25,13214.75,$90.00,08/08/2022 11:11:36,08/08/2022 11:11:32,4sec
NQU2,-2,0,0.25,992066284,992066249,1,13201.25,13205.25,$80.00,08/08/2022 11:12:51,08/08/2022 11:12:46,5sec
NQU2,-2,0,0.25,992066349,992066304,1,13195.00,13198.75,$75.00,08/08/2022 11:16:01,08/08/2022 11:14:47,1min 14sec
NQU2,-2,0,0.25,992066493,992066387,1,13181.00,13167.00,$(280.00),08/08/2022 11:27:48,08/08/2022 11:19:06,8min 42sec
NQU2,-2,0,0.25,992066493,992066435,1,13181.00,13197.00,$320.00,08/08/2022 11:27:48,08/08/2022 11:24:07,3min 41sec
NQU2,-2,0,0.25,992066612,992066578,1,13177.50,13180.00,$50.00,08/08/2022 12:38:22,08/08/2022 12:37:42,40sec
NQU2,-2,0,0.25,992066662,992066628,1,13173.25,13175.00,$35.00,08/08/2022 12:39:18,08/08/2022 12:39:04,13sec
NQU2,-2,0,0.25,992066725,992066696,1,13164.75,13170.00,$105.00,08/08/2022 13:04:40,08/08/2022 13:04:38,2sec
