symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQZ2,-2,0,0.25,1086389350,1086389317,1,11650.00,11654.00,$8.00,11/28/2022 12:53:38,11/28/2022 12:52:45,53sec
MNQZ2,-2,0,0.25,1086389404,1086389370,1,11645.25,11649.25,$8.00,11/28/2022 12:55:56,11/28/2022 12:54:34,1min 22sec
MNQZ2,-2,0,0.25,1086389459,1086389420,1,11627.50,11630.00,$5.00,11/28/2022 12:58:44,11/28/2022 12:57:11,1min 32sec
MNQZ2,-2,0,0.25,1086389520,1086389475,1,11624.25,11627.25,$6.00,11/28/2022 13:01:15,11/28/2022 12:59:16,1min 58sec
MNQZ2,-2,0,0.25,1086389588,1086389554,1,11623.25,11626.50,$6.50,11/28/2022 13:07:16,11/28/2022 13:05:25,1min 51sec
MNQZ2,-2,0,0.25,1086389638,1086389604,1,11607.75,11610.00,$4.50,11/28/2022 13:10:54,11/28/2022 13:10:18,35sec
MNQZ2,-2,0,0.25,1086389688,1086389654,1,11608.50,11610.00,$3.00,11/28/2022 13:13:17,11/28/2022 13:11:31,1min 45sec
MNQZ2,-2,0,0.25,1086389738,1086389704,1,11600.50,11603.00,$5.00,11/28/2022 13:22:15,11/28/2022 13:21:56,19sec
MNQZ2,-2,0,0.25,1086389788,1086389754,1,11596.00,11600.00,$8.00,11/28/2022 13:23:03,11/28/2022 13:22:42,21sec
MNQZ2,-2,0,0.25,1086389839,1086389804,1,11598.75,11600.25,$3.00,11/28/2022 13:24:07,11/28/2022 13:23:54,13sec
MNQZ2,-2,0,0.25,1086389893,1086389857,1,11596.25,11599.00,$5.50,11/28/2022 13:30:54,11/28/2022 13:30:45,9sec
MNQZ2,-2,0,0.25,1086389947,1086389911,1,11587.75,11589.75,$4.00,11/28/2022 14:22:13,11/28/2022 14:22:08,4sec
MNQZ2,-2,0,0.25,1086389997,1086389963,1,11586.75,11587.50,$1.50,11/28/2022 14:24:00,11/28/2022 14:23:39,20sec
MNQZ2,-2,0,0.25,1429932066,1429932032,1,11577.75,11579.00,$2.50,11/28/2022 14:30:27,11/28/2022 14:26:49,3min 37sec
