symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQU2,-2,0,0.25,909351314,909351285,1,11472.00,11480.00,$16.00,06/15/2022 08:36:09,06/15/2022 08:35:58,11sec
MNQU2,-2,0,0.25,909351330,909351359,1,11535.00,11542.75,$15.50,06/15/2022 08:42:44,06/15/2022 08:42:53,8sec
MNQU2,-2,0,0.25,909351375,909351409,1,11535.00,11539.00,$8.00,06/15/2022 08:46:02,06/15/2022 08:46:18,16sec
MNQU2,-2,0,0.25,909351425,909351454,1,11516.00,11519.25,$6.50,06/15/2022 08:48:13,06/15/2022 08:48:20,7sec
MNQU2,-2,0,0.25,909351532,909351571,1,11513.00,11516.25,$6.50,06/15/2022 08:54:29,06/15/2022 08:55:46,1min 16sec
MNQU2,-2,0,0.25,909351616,909351587,1,11526.25,11500.00,$(52.50),06/15/2022 09:01:42,06/15/2022 09:00:10,1min 32sec
MNQU2,-2,0,0.25,909351632,909351661,1,11530.00,11538.75,$17.50,06/15/2022 09:02:09,06/15/2022 09:02:19,10sec
MNQU2,-2,0,0.25,909351695,909351729,1,11535.00,11543.75,$17.50,06/15/2022 09:03:09,06/15/2022 09:04:13,1min 4sec
MNQU2,-2,0,0.25,909351799,909351906,1,11570.00,11504.25,$(131.50),06/15/2022 09:08:20,06/15/2022 09:31:04,22min 43sec
MNQU2,-2,0,0.25,909351856,909351906,1,11532.00,11504.25,$(55.50),06/15/2022 09:18:03,06/15/2022 09:31:04,13min 
MNQU2,-2,0,0.25,909351971,909351942,1,11491.00,11497.00,$12.00,06/15/2022 09:32:17,06/15/2022 09:32:06,10sec
MNQU2,-2,0,0.25,910998022,909351987,1,11486.50,11496.00,$19.00,06/15/2022 09:34:06,06/15/2022 09:32:37,1min 29sec
MNQU2,-2,0,0.25,910998072,910998038,1,11489.25,11499.00,$19.50,06/15/2022 09:36:08,06/15/2022 09:35:27,41sec
MNQU2,-2,0,0.25,910998117,910998088,1,11495.00,11499.50,$9.00,06/15/2022 09:37:48,06/15/2022 09:37:29,18sec
MNQU2,-2,0,0.25,910998191,910998151,1,11483.75,11489.50,$11.50,06/15/2022 09:40:32,06/15/2022 09:38:58,1min 34sec
MNQU2,-2,0,0.25,910998239,910998209,1,11477.75,11485.00,$14.50,06/15/2022 09:46:05,06/15/2022 09:44:05,2min 
