symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU2,-2,0,0.25,968152237,968152206,1,12318.75,12320.00,$25.00,07/25/2022 10:13:47,07/25/2022 10:13:41,6sec
NQU2,-2,0,0.25,968152306,968152271,1,12311.75,12314.50,$55.00,07/25/2022 10:15:04,07/25/2022 10:14:59,4sec
NQU2,-2,0,0.25,968152369,968152340,1,12307.25,12313.00,$115.00,07/25/2022 10:15:41,07/25/2022 10:15:35,5sec
NQU2,-2,0,0.25,968152432,968152403,1,12303.50,12307.00,$70.00,07/25/2022 10:17:14,07/25/2022 10:17:09,4sec
NQU2,-2,0,0.25,968152468,968152498,1,12365.00,12367.00,$40.00,07/25/2022 10:30:38,07/25/2022 10:30:47,8sec
NQU2,-2,0,0.25,968152514,968152542,1,12370.00,12373.25,$65.00,07/25/2022 10:31:19,07/25/2022 10:32:26,1min 7sec
NQU2,-2,0,0.25,968152562,968152591,1,12375.00,12376.75,$35.00,07/25/2022 10:38:19,07/25/2022 10:38:24,5sec
NQU2,-2,0,0.25,968152609,968152655,1,12374.25,12375.50,$25.00,07/25/2022 11:00:03,07/25/2022 11:04:22,4min 18sec
NQU2,-2,0,0.25,968152671,968152700,1,12381.00,12382.25,$25.00,07/25/2022 11:05:12,07/25/2022 11:05:18,5sec
NQU2,-2,0,0.25,968152748,968152718,1,12354.50,12357.00,$50.00,07/25/2022 12:36:50,07/25/2022 12:31:28,5min 21sec
NQU2,-2,0,0.25,968152803,968152764,1,12333.50,12335.00,$30.00,07/25/2022 12:50:37,07/25/2022 12:42:19,8min 17sec
NQU2,-2,0,0.25,968152872,968152837,1,12323.00,12324.75,$35.00,07/25/2022 12:54:03,07/25/2022 12:53:52,10sec
