symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
NQU2,-2,0,0.25,1001318418,1001318454,1,13652.00,13655.00,$60.00,08/15/2022 10:48:44,08/15/2022 10:49:01,16sec
NQU2,-2,0,0.25,1001318488,1001318522,1,13655.00,13658.75,$75.00,08/15/2022 10:49:49,08/15/2022 10:50:09,19sec
NQU2,-2,0,0.25,1001318556,1001318595,1,13660.00,13661.25,$25.00,08/15/2022 10:53:42,08/15/2022 10:56:01,2min 18sec
NQU2,-2,0,0.25,1001318611,1001318710,1,13657.00,13656.50,$(10.00),08/15/2022 10:59:04,08/15/2022 11:13:21,14min 17sec
NQU2,-2,0,0.25,1001318673,1001318710,1,13652.00,13656.50,$90.00,08/15/2022 11:12:10,08/15/2022 11:13:21,1min 11sec
NQU2,-2,0,0.25,1001318746,1001318824,1,13657.00,13650.00,$(140.00),08/15/2022 11:17:42,08/15/2022 11:26:03,8min 20sec
NQU2,-2,0,0.25,1001318777,1001318824,1,13640.00,13650.00,$200.00,08/15/2022 11:20:57,08/15/2022 11:26:03,5min 6sec
NQU2,-2,0,0.25,1001318846,1001318881,1,13652.25,13654.00,$35.00,08/15/2022 11:28:16,08/15/2022 11:28:55,39sec
NQU2,-2,0,0.25,1001318897,1001318926,1,13654.00,13655.50,$30.00,08/15/2022 11:33:13,08/15/2022 11:33:23,9sec
NQU2,-2,0,0.25,1001318942,1001318981,1,13655.00,13655.75,$15.00,08/15/2022 11:33:42,08/15/2022 11:34:45,1min 2sec
NQU2,-2,0,0.25,1001318997,1002973027,1,13655.00,13655.75,$15.00,08/15/2022 11:44:28,08/15/2022 11:44:42,13sec
NQU2,-2,0,0.25,1002973043,1002973072,1,13654.00,13654.75,$15.00,08/15/2022 11:48:50,08/15/2022 11:48:55,5sec
NQU2,-2,0,0.25,1002973160,1002973194,1,13663.00,13664.50,$30.00,08/15/2022 12:01:24,08/15/2022 12:05:39,4min 15sec
NQU2,-2,0,0.25,1002973248,1002973212,1,13646.00,13646.75,$15.00,08/15/2022 12:42:30,08/15/2022 12:42:05,24sec
NQU2,-2,0,0.25,1002973297,1002973268,1,13645.00,13646.00,$20.00,08/15/2022 12:42:54,08/15/2022 12:42:47,7sec
NQU2,-2,0,0.25,1002973313,1002973342,1,13655.00,13656.50,$30.00,08/15/2022 12:51:29,08/15/2022 12:51:41,12sec
NQU2,-2,0,0.25,1002973376,1002973405,1,13661.00,13662.50,$30.00,08/15/2022 13:01:31,08/15/2022 13:01:39,8sec
NQU2,-2,0,0.25,1002973425,1002973463,1,13662.00,13665.25,$65.00,08/15/2022 13:02:06,08/15/2022 13:33:13,31min 6sec
NQU2,-2,0,0.25,1002973483,1002973512,1,13666.00,13667.25,$25.00,08/15/2022 13:34:21,08/15/2022 13:34:29,8sec
